comp_id;wine_id;residual_sugar;chlorides;sulphates
1662;1662;4.4;0.047;0.57
1663;1663;14.3;0.063;0.38
1664;1664;1.1;0.05;0.78
1665;1665;1.4;0.05;0.42
1666;1666;4.7;0.04;0.59
1667;1667;14.9;0.047;0.5
1668;1668;1.2;0.055;0.43
1669;1669;5.3;0.05;0.39
1670;1670;2.3;0.037;0.42
1671;1671;3.5;0.028;0.71
1672;1672;1.5;0.089;0.62
1673;1673;1.0;0.053;0.45
1674;1674;2.3;0.049;0.64
1675;1675;12.5;0.044;0.29
1676;1676;0.8;0.048;0.56
1677;1677;2.4;0.048;0.51
1678;1678;1.6;0.027;0.38
1679;1679;1.5;0.037;0.51
1680;1680;1.4;0.045;0.46
1681;1681;2.6;0.049;0.64
1682;1682;12.5;0.046;0.52
1683;1683;9.6;0.051;0.53
1684;1684;3.2;0.027;0.39
1685;1685;1.5;0.026;0.39
1686;1686;5.9;0.04;0.66
1687;1687;5.4;0.047;0.46
1688;1688;14.9;0.032;0.61
1689;1689;1.1;0.031;0.46
1690;1690;9.8;0.031;0.47
1691;1691;2.0;0.021;0.56
1692;1692;11.8;0.044;0.44
1693;1693;1.3;0.04;0.41
1694;1694;1.8;0.031;0.39
1695;1695;1.5;0.037;0.5
1696;1696;18.2;0.048;0.44
1697;1697;2.9;0.032;0.41
1698;1698;1.4;0.069;0.52
1699;1699;18.2;0.046;0.56
1700;1700;6.3;0.035;0.66
1701;1701;4.0;0.031;0.39
1702;1702;1.2;0.049;0.51
1703;1703;1.2;0.044;0.53
1704;1704;18.95;0.038;0.47
1705;1705;12.7;0.04;0.79
1706;1706;1.2;0.036;0.5
1707;1707;1.2;0.041;0.33
1708;1708;7.7;0.047;0.47
1709;1709;1.6;0.05;0.56
1710;1710;2.7;0.03;0.37
1711;1711;8.7;0.045;0.54
1712;1712;8.6;0.045;0.54
1713;1713;8.3;0.047;0.52
1714;1714;13.3;0.053;0.45
1715;1715;1.2;0.051;0.46
1716;1716;13.6;0.056;0.49
1717;1717;1.1;0.048;0.38
1718;1718;2.3;0.045;0.61
1719;1719;1.5;0.108;0.57
1720;1720;7.1;0.028;0.47
1721;1721;6.2;0.027;0.49
1722;1722;2.5;0.042;0.6
1723;1723;1.4;0.035;0.64
1724;1724;1.2;0.06;0.54
1725;1725;1.6;0.028;0.59
1726;1726;6.6;0.033;0.69
1727;1727;2.2;0.026;0.65
1728;1728;12.2;0.048;0.54
1729;1729;20.8;0.031;0.33
1730;1730;11.0;0.038;0.4
1731;1731;2.6;0.054;0.42
1732;1732;14.0;0.048;0.53
1733;1733;1.6;0.052;0.56
1734;1734;9.9;0.07;0.54
1735;1735;1.2;0.038;0.44
1736;1736;2.7;0.042;0.51
1737;1737;1.6;0.046;0.51
1738;1738;14.0;0.048;0.53
1739;1739;1.5;0.022;0.4
1740;1740;8.6;0.056;0.52
1741;1741;1.0;0.053;0.72
1742;1742;9.1;0.059;0.5
1743;1743;15.2;0.047;0.45
1744;1744;12.4;0.047;0.38
1745;1745;2.2;0.044;0.39
1746;1746;11.0;0.047;0.5
1747;1747;10.0;0.081;0.46
1748;1748;9.0;0.039;0.43
1749;1749;18.15;0.047;0.52
1750;1750;12.15;0.039;0.73
1751;1751;3.4;0.036;0.76
1752;1752;2.0;0.023;0.45
1753;1753;4.8;0.034;0.48
1754;1754;4.5;0.03;0.36
1755;1755;11.0;0.029;0.61
1756;1756;1.1;0.028;0.39
1757;1757;1.5;0.037;0.55
1758;1758;1.7;0.073;0.58
1759;1759;1.7;0.041;0.56
1760;1760;8.9;0.043;0.6
1761;1761;1.3;0.047;0.51
1762;1762;13.3;0.044;0.42
1763;1763;6.6;0.346;0.58
1764;1764;1.5;0.028;0.54
1765;1765;1.5;0.025;0.51
1766;1766;1.3;0.035;0.42
1767;1767;1.6;0.045;0.68
1768;1768;7.6;0.047;0.45
1769;1769;1.0;0.035;0.46
1770;1770;1.6;0.032;0.4
1771;1771;8.9;0.039;0.46
1772;1772;1.8;0.022;0.64
1773;1773;4.7;0.04;0.58
1774;1774;7.0;0.025;0.48
1775;1775;10.8;0.041;0.49
1776;1776;1.6;0.026;0.54
1777;1777;1.0;0.04;0.66
1778;1778;16.7;0.045;0.49
1779;1779;14.2;0.038;0.48
1780;1780;2.25;0.038;0.62
1781;1781;2.25;0.037;0.62
1782;1782;12.2;0.053;0.53
1783;1783;3.3;0.09;0.52
1784;1784;1.9;0.048;0.54
1785;1785;3.5;0.039;0.44
1786;1786;1.3;0.041;0.42
1787;1787;1.8;0.042;0.41
1788;1788;5.2;0.04;0.59
1789;1789;1.4;0.025;0.33
1790;1790;9.0;0.036;0.39
1791;1791;2.2;0.051;0.47
1792;1792;1.6;0.055;0.45
1793;1793;1.7;0.045;0.6
1794;1794;1.9;0.05;0.64
1795;1795;12.6;0.048;0.4
1796;1796;2.1;0.039;0.74
1797;1797;1.3;0.038;0.39
1798;1798;1.7;0.033;0.38
1799;1799;1.0;0.038;0.34
1800;1800;3.3;0.114;0.45
1801;1801;5.0;0.04;0.53
1802;1802;1.8;0.034;0.44
1803;1803;1.6;0.031;0.35
1804;1804;4.5;0.03;0.45
1805;1805;4.9;0.048;0.79
1806;1806;4.0;0.186;0.4
1807;1807;13.2;0.067;0.48
1808;1808;15.3;0.047;0.51
1809;1809;1.5;0.045;0.54
1810;1810;4.55;0.053;0.67
1811;1811;9.9;0.04;0.55
1812;1812;10.4;0.05;0.42
1813;1813;1.1;0.045;0.68
1814;1814;8.7;0.036;0.62
1815;1815;13.9;0.047;0.51
1816;1816;1.4;0.04;0.58
1817;1817;7.2;0.039;0.64
1818;1818;1.9;0.052;0.49
1819;1819;1.7;0.044;0.5
1820;1820;13.6;0.05;0.52
1821;1821;1.2;0.026;0.37
1822;1822;1.6;0.028;0.38
1823;1823;12.2;0.046;0.65
1824;1824;1.6;0.049;0.5
1825;1825;12.1;0.044;0.39
1826;1826;4.2;0.047;0.76
1827;1827;9.1;0.049;0.74
1828;1828;1.6;0.057;0.48
1829;1829;8.8;0.063;0.63
1830;1830;1.4;0.046;0.77
1831;1831;4.2;0.066;0.42
1832;1832;10.3;0.059;0.47
1833;1833;12.4;0.051;0.39
1834;1834;2.2;0.048;0.61
1835;1835;2.2;0.05;0.6
1836;1836;5.2;0.04;0.69
1837;1837;10.8;0.051;0.46
1838;1838;2.7;0.038;0.41
1839;1839;16.3;0.047;0.56
1840;1840;2.7;0.032;0.39
1841;1841;1.9;0.035;0.44
1842;1842;1.8;0.047;0.5
1843;1843;1.8;0.047;0.5
1844;1844;2.8;0.033;0.38
1845;1845;6.0;0.034;0.38
1846;1846;4.2;0.042;0.39
1847;1847;6.4;0.056;0.35
1848;1848;10.7;0.042;0.36
1849;1849;1.6;0.046;0.51
1850;1850;7.9;0.049;0.48
1851;1851;1.7;0.034;0.5
1852;1852;2.1;0.036;0.49
1853;1853;5.8;0.04;0.58
1854;1854;14.5;0.059;0.44
1855;1855;1.2;0.037;0.49
1856;1856;10.1;0.043;0.52
1857;1857;1.1;0.03;0.28
1858;1858;1.0;0.03;0.29
1859;1859;0.9;0.051;0.5
1860;1860;4.9;0.034;0.44
1861;1861;11.4;0.036;0.48
1862;1862;1.4;0.036;0.68
1863;1863;1.4;0.18;0.54
1864;1864;1.4;0.045;0.38
1865;1865;1.5;0.052;0.61
1866;1866;7.5;0.049;0.38
1867;1867;17.75;0.044;0.48
1868;1868;5.7;0.061;0.69
1869;1869;3.2;0.037;0.65
1870;1870;4.3;0.032;0.39
1871;1871;11.0;0.047;0.38
1872;1872;10.9;0.045;0.36
1873;1873;2.4;0.037;0.65
1874;1874;1.9;0.051;0.5
1875;1875;1.8;0.051;0.5
1876;1876;1.4;0.057;0.5
1877;1877;16.8;0.084;0.58
1878;1878;8.9;0.083;0.5
1879;1879;6.6;0.043;0.6
1880;1880;1.1;0.045;0.51
1881;1881;1.4;0.066;0.55
1882;1882;13.3;0.039;0.46
1883;1883;10.4;0.096;0.45
1884;1884;6.2;0.048;0.62
1885;1885;1.2;0.036;0.6
1886;1886;18.05;0.05;0.42
1887;1887;4.8;0.04;0.64
1888;1888;12.6;0.045;0.42
1889;1889;4.5;0.033;0.49
1890;1890;4.5;0.027;0.51
1891;1891;4.7;0.037;0.46
1892;1892;11.9;0.053;0.62
1893;1893;5.0;0.046;0.71
1894;1894;5.8;0.046;0.71
1895;1895;1.2;0.047;0.5
1896;1896;12.9;0.054;0.43
1897;1897;13.9;0.046;0.5
1898;1898;11.5;0.05;0.45
1899;1899;11.4;0.051;0.45
1900;1900;7.8;0.058;0.41
1901;1901;1.1;0.061;0.57
1902;1902;12.2;0.05;0.37
1903;1903;5.9;0.041;0.72
1904;1904;14.4;0.067;0.53
1905;1905;12.3;0.053;0.45
1906;1906;2.5;0.048;0.75
1907;1907;5.3;0.03;0.42
1908;1908;4.9;0.028;0.4
1909;1909;3.2;0.05;0.44
1910;1910;3.1;0.052;0.4
1911;1911;1.4;0.038;0.47
1912;1912;1.9;0.049;0.38
1913;1913;14.0;0.032;0.5
1914;1914;8.3;0.094;0.47
1915;1915;7.4;0.052;0.52
1916;1916;1.4;0.056;0.48
1917;1917;1.7;0.036;0.72
1918;1918;1.3;0.047;0.46
1919;1919;11.6;0.047;0.57
1920;1920;9.2;0.058;0.55
1921;1921;1.7;0.038;0.57
1922;1922;14.5;0.039;0.5
1923;1923;2.1;0.038;0.63
1924;1924;10.7;0.047;0.6
1925;1925;6.9;0.056;0.4
1926;1926;12.0;0.057;0.41
1927;1927;4.75;0.033;0.42
1928;1928;4.75;0.033;0.42
1929;1929;1.4;0.043;0.39
1930;1930;1.3;0.058;0.47
1931;1931;11.3;0.052;0.44
1932;1932;4.5;0.24;0.48
1933;1933;1.7;0.052;0.42
1934;1934;13.2;0.051;0.46
1935;1935;5.5;0.043;0.53
1936;1936;13.0;0.29;0.67
1937;1937;10.7;0.044;0.5
1938;1938;2.0;0.039;0.6
1939;1939;1.9;0.043;0.6
1940;1940;6.4;0.037;0.62
1941;1941;6.3;0.036;0.62
1942;1942;6.3;0.036;0.63
1943;1943;17.5;0.041;0.66
1944;1944;14.7;0.047;0.46
1945;1945;1.0;0.022;0.57
1946;1946;14.8;0.039;0.6
1947;1947;14.2;0.042;0.59
1948;1948;13.1;0.042;0.64
1949;1949;2.4;0.03;0.78
1950;1950;1.2;0.042;0.45
1951;1951;1.1;0.038;0.42
1952;1952;3.6;0.037;0.5
1953;1953;6.1;0.032;0.34
1954;1954;6.3;0.041;0.6
1955;1955;4.4;0.046;0.62
1956;1956;13.9;0.05;0.48
1957;1957;1.0;0.044;0.46
1958;1958;12.1;0.046;0.45
1959;1959;1.6;0.035;0.5
1960;1960;7.5;0.04;0.43
1961;1961;2.7;0.038;0.5
1962;1962;1.7;0.038;0.71
1963;1963;9.2;0.048;0.61
1964;1964;18.75;0.042;0.5
1965;1965;1.8;0.042;0.5
1966;1966;9.0;0.053;0.45
1967;1967;1.5;0.046;0.52
1968;1968;1.6;0.032;0.47
1969;1969;1.3;0.02;0.44
1970;1970;1.8;0.028;0.39
1971;1971;1.2;0.041;0.46
1972;1972;2.8;0.038;0.66
1973;1973;8.0;0.057;0.59
1974;1974;5.3;0.043;0.47
1975;1975;0.8;0.185;0.62
1976;1976;13.8;0.042;0.56
1977;1977;10.0;0.044;0.47
1978;1978;6.0;0.022;0.33
1979;1979;14.4;0.052;0.5
1980;1980;9.8;0.04;0.61
1981;1981;5.5;0.038;0.49
1982;1982;3.8;0.021;0.39
1983;1983;4.6;0.022;0.37
1984;1984;1.5;0.031;0.55
1985;1985;2.0;0.03;0.61
1986;1986;12.5;0.034;0.43
1987;1987;7.5;0.041;0.43
1988;1988;2.1;0.022;0.55
1989;1989;8.5;0.033;0.56
1990;1990;7.6;0.024;0.32
1991;1991;8.1;0.049;0.54
1992;1992;7.35;0.025;0.32
1993;1993;10.0;0.036;0.55
1994;1994;14.0;0.038;0.5
1995;1995;2.2;0.11;0.5
1996;1996;1.8;0.032;0.48
1997;1997;11.1;0.056;0.43
1998;1998;15.2;0.051;0.85
1999;1999;1.2;0.051;0.96
2000;2000;1.2;0.047;0.97
2001;2001;8.1;0.05;0.54
2002;2002;19.3;0.057;0.56
2003;2003;18.6;0.039;0.57
2004;2004;5.0;0.042;0.69
2005;2005;1.6;0.05;0.46
2006;2006;13.4;0.078;0.44
2007;2007;1.6;0.028;0.6
2008;2008;8.8;0.043;0.4
2009;2009;5.2;0.045;0.46
2010;2010;1.1;0.13;0.39
2011;2011;1.1;0.135;0.39
2012;2012;16.7;0.039;0.45
2013;2013;10.6;0.035;0.46
2014;2014;2.2;0.115;0.58
2015;2015;1.5;0.039;0.56
2016;2016;13.7;0.052;0.53
2017;2017;15.0;0.053;0.82
2018;2018;14.1;0.053;0.75
2019;2019;1.4;0.042;0.38
2020;2020;9.5;0.056;0.61
2021;2021;10.6;0.039;0.3
2022;2022;11.0;0.04;0.29
2023;2023;7.0;0.037;0.45
2024;2024;2.0;0.033;0.69
2025;2025;4.9;0.046;0.56
2026;2026;1.4;0.049;0.52
2027;2027;7.3;0.05;0.43
2028;2028;8.8;0.054;0.58
2029;2029;12.5;0.046;0.77
2030;2030;4.8;0.041;0.4
2031;2031;1.4;0.036;0.58
2032;2032;11.2;0.036;0.41
2033;2033;6.8;0.048;0.47
2034;2034;11.6;0.044;0.53
2035;2035;11.4;0.039;0.44
2036;2036;6.6;0.032;0.46
2037;2037;13.2;0.046;0.41
2038;2038;13.1;0.046;0.41
2039;2039;12.0;0.046;0.38
2040;2040;13.4;0.046;0.43
2041;2041;1.5;0.063;0.56
2042;2042;1.1;0.055;0.5
2043;2043;16.5;0.045;0.46
2044;2044;15.6;0.072;0.59
2045;2045;2.8;0.04;0.46
2046;2046;5.1;0.036;0.52
2047;2047;8.9;0.034;0.51
2048;2048;1.6;0.021;0.61
2049;2049;10.2;0.071;0.58
2050;2050;5.4;0.053;0.43
2051;2051;6.2;0.047;0.43
2052;2052;7.2;0.042;0.56
2053;2053;8.1;0.046;0.59
2054;2054;2.0;0.031;0.48
2055;2055;10.7;0.044;0.44
2056;2056;1.2;0.043;0.42
2057;2057;1.7;0.06;0.69
2058;2058;5.5;0.037;0.62
2059;2059;2.7;0.044;0.53
2060;2060;1.3;0.035;0.44
2061;2061;4.3;0.04;0.45
2062;2062;2.1;0.034;0.4
2063;2063;6.0;0.034;0.39
2064;2064;6.3;0.036;0.39
2065;2065;13.4;0.044;0.47
2066;2066;1.7;0.036;0.54
2067;2067;1.6;0.034;0.5
2068;2068;15.4;0.035;0.4
2069;2069;1.2;0.026;0.39
2070;2070;1.8;0.03;0.47
2071;2071;13.6;0.042;0.54
2072;2072;1.3;0.036;0.95
2073;2073;11.1;0.039;0.49
2074;2074;2.1;0.038;0.77
2075;2075;13.7;0.042;0.52
2076;2076;10.2;0.038;0.54
2077;2077;4.8;0.17;0.47
2078;2078;1.7;0.03;0.63
2079;2079;14.2;0.041;0.75
2080;2080;6.5;0.028;0.61
2081;2081;1.7;0.029;0.5
2082;2082;6.5;0.028;0.61
2083;2083;2.2;0.021;0.3
2084;2084;12.6;0.042;0.76
2085;2085;14.4;0.04;0.82
2086;2086;1.2;0.037;0.7
2087;2087;9.7;0.08;0.48
2088;2088;4.0;0.03;0.34
2089;2089;1.4;0.037;0.28
2090;2090;1.3;0.029;0.39
2091;2091;2.2;0.037;0.57
2092;2092;4.2;0.018;0.36
2093;2093;1.6;0.119;0.38
2094;2094;1.4;0.126;0.37
2095;2095;2.2;0.037;0.82
2096;2096;1.9;0.04;0.48
2097;2097;6.0;0.022;0.55
2098;2098;12.2;0.035;0.52
2099;2099;2.6;0.024;0.67
2100;2100;1.6;0.04;0.51
2101;2101;2.0;0.044;0.68
2102;2102;6.4;0.046;0.63
2103;2103;1.2;0.031;0.4
2104;2104;1.0;0.036;0.48
2105;2105;1.4;0.037;0.36
2106;2106;1.1;0.043;0.53
2107;2107;8.7;0.047;0.53
2108;2108;1.6;0.044;0.46
2109;2109;1.4;0.039;0.49
2110;2110;8.5;0.047;0.53
2111;2111;7.9;0.052;0.56
2112;2112;13.2;0.046;0.37
2113;2113;12.8;0.048;0.4
2114;2114;7.7;0.047;0.39
2115;2115;2.4;0.056;0.47
2116;2116;1.6;0.047;0.65
2117;2117;1.3;0.048;0.61
2118;2118;2.1;0.036;0.43
2119;2119;9.6;0.054;0.47
2120;2120;13.0;0.049;0.53
2121;2121;5.8;0.04;0.63
2122;2122;5.6;0.042;0.63
2123;2123;5.8;0.041;0.63
2124;2124;0.8;0.038;0.35
2125;2125;1.2;0.05;0.37
2126;2126;0.8;0.038;0.35
2127;2127;4.7;0.042;0.56
2128;2128;1.6;0.037;0.33
2129;2129;1.4;0.031;0.39
2130;2130;1.1;0.04;0.32
2131;2131;4.6;0.057;0.44
2132;2132;10.6;0.036;0.44
2133;2133;12.9;0.044;0.43
2134;2134;2.0;0.044;0.49
2135;2135;2.9;0.047;0.43
2136;2136;2.8;0.042;0.38
2137;2137;2.9;0.057;0.48
2138;2138;12.0;0.055;0.47
2139;2139;15.0;0.044;0.51
2140;2140;5.9;0.017;0.4
2141;2141;12.6;0.033;0.38
2142;2142;12.5;0.046;0.41
2143;2143;7.4;0.037;0.41
2144;2144;13.0;0.039;0.38
2145;2145;6.7;0.041;0.4
2146;2146;1.4;0.048;0.41
2147;2147;7.3;0.044;0.55
2148;2148;15.3;0.044;0.47
2149;2149;7.5;0.034;0.6
2150;2150;11.75;0.037;0.53
2151;2151;1.6;0.039;0.41
2152;2152;3.5;0.03;0.38
2153;2153;8.0;0.051;0.44
2154;2154;5.0;0.058;0.44
2155;2155;18.2;0.047;0.43
2156;2156;1.6;0.039;0.36
2157;2157;3.2;0.048;0.52
2158;2158;6.4;0.034;0.46
2159;2159;1.9;0.043;0.38
2160;2160;9.7;0.035;0.49
2161;2161;1.4;0.028;0.55
2162;2162;1.3;0.042;0.36
2163;2163;1.8;0.042;0.38
2164;2164;0.9;0.041;0.54
2165;2165;1.1;0.039;0.54
2166;2166;15.4;0.05;0.42
2167;2167;5.0;0.037;0.57
2168;2168;4.0;0.023;0.51
2169;2169;12.5;0.034;0.43
2170;2170;3.2;0.035;0.36
2171;2171;1.8;0.041;0.37
2172;2172;17.5;0.039;0.42
2173;2173;1.9;0.028;0.7
2174;2174;1.6;0.019;0.51
2175;2175;1.5;0.017;0.36
2176;2176;1.7;0.02;0.47
2177;2177;1.8;0.046;0.9
2178;2178;4.3;0.054;0.49
2179;2179;4.9;0.058;0.45
2180;2180;7.6;0.05;0.49
2181;2181;6.7;0.037;0.62
2182;2182;1.6;0.15;0.47
2183;2183;1.5;0.152;0.46
2184;2184;1.7;0.027;0.45
2185;2185;4.2;0.026;0.45
2186;2186;1.6;0.043;0.52
2187;2187;1.9;0.05;0.52
2188;2188;5.3;0.054;0.48
2189;2189;5.2;0.053;0.45
2190;2190;8.9;0.036;0.38
2191;2191;3.4;0.04;0.39
2192;2192;1.3;0.046;0.62
2193;2193;15.2;0.049;0.39
2194;2194;1.3;0.046;0.47
2195;2195;1.8;0.04;0.55
2196;2196;1.6;0.046;0.45
2197;2197;1.3;0.046;0.63
2198;2198;9.8;0.062;0.47
2199;2199;17.45;0.056;0.5
2200;2200;2.1;0.046;0.54
2201;2201;1.8;0.05;0.45
2202;2202;6.8;0.045;0.46
2203;2203;7.1;0.045;0.45
2204;2204;1.3;0.063;0.48
2205;2205;3.3;0.038;0.55
2206;2206;3.3;0.044;0.64
2207;2207;2.7;0.052;0.43
2208;2208;1.2;0.059;0.55
2209;2209;1.3;0.055;0.39
2210;2210;1.4;0.043;0.75
2211;2211;1.7;0.048;0.66
2212;2212;1.7;0.057;0.41
2213;2213;11.6;0.048;0.5
2214;2214;12.6;0.064;0.43
2215;2215;2.8;0.036;0.29
2216;2216;11.2;0.071;0.88
2217;2217;1.4;0.045;0.31
2218;2218;1.5;0.049;0.62
2219;2219;1.5;0.041;0.49
2220;2220;7.05;0.019;0.37
2221;2221;10.6;0.06;0.38
2222;2222;2.8;0.088;0.7
2223;2223;1.6;0.039;0.51
2224;2224;1.6;0.042;0.51
2225;2225;8.2;0.04;0.3
2226;2226;1.5;0.052;0.59
2227;2227;11.0;0.05;0.57
2228;2228;2.1;0.054;0.62
2229;2229;7.6;0.047;0.62
2230;2230;6.8;0.055;0.64
2231;2231;10.6;0.244;0.74
2232;2232;1.8;0.04;0.67
2233;2233;1.5;0.06;0.88
2234;2234;6.0;0.044;0.56
2235;2235;5.3;0.034;0.52
2236;2236;1.4;0.035;0.74
2237;2237;2.1;0.047;0.71
2238;2238;1.0;0.039;0.56
2239;2239;5.2;0.043;0.45
2240;2240;19.45;0.048;0.4
2241;2241;1.6;0.049;0.48
2242;2242;2.0;0.05;0.45
2243;2243;1.3;0.046;0.45
2244;2244;1.7;0.029;0.43
2245;2245;1.1;0.038;0.43
2246;2246;4.7;0.035;0.62
2247;2247;7.5;0.048;0.54
2248;2248;1.1;0.137;0.39
2249;2249;1.3;0.035;0.39
2250;2250;2.2;0.05;0.69
2251;2251;2.2;0.049;0.44
2252;2252;1.2;0.06;0.47
2253;2253;10.0;0.093;0.47
2254;2254;1.1;0.077;0.54
2255;2255;2.0;0.054;0.72
2256;2256;7.5;0.07;0.55
2257;2257;4.0;0.079;0.68
2258;2258;4.1;0.073;0.67
2259;2259;1.9;0.072;0.7
2260;2260;14.8;0.054;0.5
2261;2261;5.5;0.048;0.45
2262;2262;2.6;0.037;0.49
2263;2263;6.35;0.024;0.4
2264;2264;1.5;0.031;0.56
2265;2265;1.6;0.04;0.55
2266;2266;9.1;0.036;0.4
2267;2267;8.0;0.048;0.47
2268;2268;12.0;0.049;0.5
2269;2269;3.2;0.033;0.54
2270;2270;7.7;0.048;0.59
2271;2271;1.3;0.037;0.65
2272;2272;16.3;0.051;0.42
2273;2273;6.2;0.046;0.53
2274;2274;4.7;0.059;0.39
2275;2275;5.8;0.038;0.38
2276;2276;16.95;0.048;0.42
2277;2277;5.1;0.035;0.33
2278;2278;10.2;0.041;0.45
2279;2279;3.8;0.027;0.49
2280;2280;1.3;0.037;0.42
2281;2281;4.0;0.034;0.39
2282;2282;17.1;0.049;0.51
2283;2283;14.5;0.048;0.47
2284;2284;1.2;0.069;0.43
2285;2285;6.7;0.038;0.32
2286;2286;8.4;0.045;0.32
2287;2287;1.3;0.033;0.38
2288;2288;8.8;0.04;0.37
2289;2289;10.6;0.039;0.34
2290;2290;2.6;0.025;0.79
2291;2291;2.8;0.028;0.43
2292;2292;1.6;0.033;0.53
2293;2293;6.7;0.036;0.42
2294;2294;4.9;0.028;0.49
2295;2295;2.0;0.029;0.59
2296;2296;1.7;0.024;0.51
2297;2297;2.4;0.054;0.46
2298;2298;1.3;0.04;0.61
2299;2299;12.0;0.053;0.44
2300;2300;1.6;0.047;0.44
2301;2301;1.4;0.047;0.32
2302;2302;2.2;0.047;0.39
2303;2303;1.4;0.04;0.52
2304;2304;8.3;0.037;0.64
2305;2305;1.4;0.04;0.52
2306;2306;12.9;0.042;0.33
2307;2307;12.4;0.051;0.45
2308;2308;1.6;0.047;0.48
2309;2309;1.45;0.04;0.4
2310;2310;1.6;0.042;0.46
2311;2311;1.5;0.044;0.49
2312;2312;13.0;0.047;0.46
2313;2313;1.95;0.038;0.25
2314;2314;5.85;0.042;0.32
2315;2315;1.3;0.047;0.46
2316;2316;5.3;0.031;0.32
2317;2317;1.2;0.048;0.43
2318;2318;4.0;0.047;0.52
2319;2319;14.35;0.043;0.54
2320;2320;2.3;0.053;0.43
2321;2321;4.7;0.042;0.42
2322;2322;12.85;0.048;0.47
2323;2323;5.2;0.027;0.4
2324;2324;8.4;0.031;0.4
2325;2325;3.2;0.058;0.58
2326;2326;6.9;0.034;0.34
2327;2327;1.0;0.076;0.46
2328;2328;7.3;0.052;0.61
2329;2329;1.6;0.048;0.45
2330;2330;1.5;0.047;0.44
2331;2331;7.5;0.041;0.41
2332;2332;1.1;0.031;0.41
2333;2333;1.3;0.041;0.49
2334;2334;5.7;0.025;0.49
2335;2335;7.2;0.038;0.35
2336;2336;7.6;0.042;0.4
2337;2337;1.3;0.042;0.38
2338;2338;1.3;0.035;0.35
2339;2339;4.8;0.037;0.44
2340;2340;2.1;0.034;0.48
2341;2341;16.85;0.054;0.38
2342;2342;4.1;0.201;0.38
2343;2343;1.3;0.055;0.8
2344;2344;7.4;0.043;0.6
2345;2345;0.9;0.057;0.38
2346;2346;6.3;0.03;0.41
2347;2347;0.8;0.039;0.32
2348;2348;1.4;0.044;0.62
2349;2349;1.0;0.037;0.37
2350;2350;4.5;0.062;0.5
2351;2351;5.4;0.03;0.34
2352;2352;1.9;0.036;0.7
2353;2353;2.0;0.045;0.55
2354;2354;12.7;0.036;0.5
2355;2355;8.6;0.042;0.44
2356;2356;11.1;0.039;0.5
2357;2357;2.0;0.042;0.54
2358;2358;2.8;0.036;0.39
2359;2359;4.5;0.044;0.36
2360;2360;9.1;0.029;0.36
2361;2361;2.2;0.025;0.47
2362;2362;4.1;0.033;0.44
2363;2363;11.8;0.065;0.51
2364;2364;1.2;0.048;0.43
2365;2365;2.2;0.026;0.4
2366;2366;1.4;0.037;0.33
2367;2367;1.6;0.068;0.45
2368;2368;5.2;0.024;0.72
2369;2369;14.45;0.074;0.42
2370;2370;14.75;0.042;0.41
2371;2371;8.3;0.025;0.6
2372;2372;14.2;0.038;0.46
2373;2373;6.9;0.02;0.48
2374;2374;1.5;0.027;0.45
2375;2375;1.5;0.028;0.46
2376;2376;7.8;0.046;0.37
2377;2377;1.5;0.049;0.44
2378;2378;1.5;0.047;0.46
2379;2379;15.55;0.037;0.35
2380;2380;1.7;0.031;0.49
2381;2381;1.5;0.03;0.47
2382;2382;1.0;0.042;0.25
2383;2383;6.7;0.064;0.3
2384;2384;1.6;0.04;0.52
2385;2385;1.2;0.033;0.47
2386;2386;7.1;0.045;0.43
2387;2387;1.0;0.034;0.32
2388;2388;12.1;0.301;0.48
2389;2389;7.1;0.027;0.34
2390;2390;1.15;0.044;0.44
2391;2391;6.0;0.034;0.58
2392;2392;1.2;0.038;0.67
2393;2393;2.3;0.033;0.54
2394;2394;3.4;0.023;0.53
2395;2395;6.5;0.039;0.42
2396;2396;1.2;0.047;0.28
2397;2397;1.15;0.033;0.32
2398;2398;13.0;0.043;0.41
2399;2399;4.5;0.03;0.54
2400;2400;5.85;0.033;0.54
2401;2401;5.2;0.037;0.44
2402;2402;1.3;0.043;0.5
2403;2403;1.7;0.036;0.48
2404;2404;3.6;0.024;0.51
2405;2405;2.7;0.041;0.43
2406;2406;2.2;0.042;0.59
2407;2407;1.8;0.041;0.43
2408;2408;2.1;0.036;0.41
2409;2409;6.6;0.033;0.39
2410;2410;5.1;0.037;0.32
2411;2411;17.55;0.042;0.68
2412;2412;5.2;0.055;0.4
2413;2413;1.1;0.046;0.4
2414;2414;1.1;0.045;0.4
2415;2415;10.7;0.051;0.51
2416;2416;5.15;0.034;0.51
2417;2417;1.1;0.049;0.42
2418;2418;1.1;0.047;0.42
2419;2419;1.8;0.037;0.39
2420;2420;1.0;0.138;0.3
2421;2421;1.8;0.057;0.57
2422;2422;1.4;0.046;0.62
2423;2423;6.7;0.036;0.35
2424;2424;6.8;0.034;0.39
2425;2425;6.8;0.036;0.36
2426;2426;7.1;0.037;0.34
2427;2427;1.5;0.05;0.64
2428;2428;1.45;0.039;0.46
2429;2429;1.2;0.036;0.39
2430;2430;7.4;0.059;0.62
2431;2431;4.2;0.028;0.41
2432;2432;14.6;0.044;0.69
2433;2433;10.5;0.04;0.35
2434;2434;13.8;0.048;0.58
2435;2435;1.1;0.037;0.42
2436;2436;5.3;0.169;0.48
2437;2437;1.5;0.064;0.46
