wine_id;alcohol;density;pH;quality
1615;10.5;0.992;3.13;6
1616;11.1;0.9914;3.32;6
1617;9.9;0.9949;3.2;6
1618;9.9;0.995;3.2;5
1619;9.9;0.995;3.2;6
1620;10.4;0.9927;3.2;7
1621;10.4;0.9928;3.21;6
1622;11.5;0.9917;3.4;7
1623;12.5;0.9918;3.53;8
1624;10.0;0.9954;3.36;6
1625;10.0;0.9941;3.29;6
1626;10.0;0.9941;3.29;5
1627;9.1;0.9934;3.09;6
1628;10.6;0.9927;3.21;6
1629;10.5;0.9938;3.19;5
1630;11.5;0.9933;3.52;7
1631;10.1;0.9934;3.54;6
1632;10.3;0.9927;3.61;7
1633;10.4;0.9946;3.16;6
1634;11.4;0.993;3.02;5
1635;10.5;0.9946;3.18;5
1636;10.0;0.9976;2.96;6
1637;10.0;0.9944;3.19;6
1638;9.6;0.9978;3.23;6
1639;10.4;0.992;3.17;5
1640;12.5;0.9912;3.36;8
1641;10.6;0.9927;3.2;5
1642;11.8;0.9906;3.28;6
1643;9.8;0.9954;3.11;5
1644;10.8;0.9923;3.25;5
1645;11.2;0.991;3.32;6
1646;9.3;0.9972;3.28;6
1647;10.4;0.9945;3.45;5
1648;10.2;0.9934;3.43;7
1649;9.0;0.9964;3.19;7
1650;10.0;0.9948;3.2;6
1651;9.1;0.9962;3.18;6
1652;10.0;0.9931;3.29;5
1653;10.0;0.993;3.29;6
1654;9.6;0.9942;3.28;6
1655;11.2;0.9906;3.36;7
1656;8.8;0.9995;3.2;6
1657;10.0;0.998;3.15;6
1658;10.0;0.997;3.15;5
1659;11.4;0.9914;3.27;7
1660;11.9;0.992;3.03;7
1661;9.6;0.9924;3.14;6
1662;9.6;0.9937;3.25;6
1663;9.0;0.9978;2.89;6
1664;9.5;0.9927;3.15;6
1665;10.4;0.994;3.0;6
1666;10.6;0.9935;3.2;6
1667;10.2;0.9968;3.28;6
1668;8.9;0.9941;3.15;5
1669;9.7;0.9942;3.4;6
1670;11.4;0.9923;3.49;7
1671;12.3;0.9912;3.4;7
1672;10.8;0.9923;3.49;6
1673;9.4;0.9927;3.12;6
1674;10.6;0.9931;3.17;6
1675;11.6;0.9941;3.17;5
1676;10.0;0.9934;3.34;5
1677;9.2;0.9936;3.1;6
1678;12.5;0.9893;3.51;7
1679;10.4;0.9919;3.32;7
1680;10.0;0.9924;3.15;7
1681;10.0;0.9927;3.22;6
1682;9.0;0.9975;3.1;6
1683;9.2;0.9969;3.12;6
1684;11.3;0.991;3.38;7
1685;10.8;0.9906;3.48;7
1686;10.1;0.9941;3.12;5
1687;9.7;0.995;3.39;6
1688;9.3;0.9983;3.18;7
1689;10.6;0.9916;3.1;5
1690;10.2;0.9957;3.36;6
1691;12.2;0.99;3.08;6
1692;8.8;0.9976;3.19;5
1693;10.0;0.992;3.18;5
1694;11.4;0.9917;3.09;5
1695;11.4;0.9917;3.46;6
1696;9.4;0.9993;3.35;5
1697;11.7;0.9908;3.3;6
1698;9.2;0.9934;3.23;5
1699;8.7;1.0;3.07;5
1700;12.6;0.9918;3.24;6
1701;12.8;0.9896;3.39;7
1702;9.4;0.9932;3.17;5
1703;10.3;0.992;3.26;6
1704;9.0;0.9999;2.97;6
1705;9.6;0.998;3.3;6
1706;10.5;0.9918;3.16;5
1707;9.8;0.9927;3.19;6
1708;9.0;0.9959;3.1;5
1709;10.5;0.9929;3.31;6
1710;12.7;0.9898;3.16;7
1711;10.4;0.9954;3.25;6
1712;10.4;0.9954;3.25;6
1713;10.5;0.9954;3.34;7
1714;9.4;0.9974;3.09;5
1715;9.1;0.9936;3.06;5
1716;9.3;0.9978;3.1;5
1717;9.8;0.9927;3.21;5
1718;9.9;0.9934;3.18;7
1719;9.2;0.9938;3.07;4
1720;12.1;0.9922;3.35;8
1721;12.2;0.992;3.38;7
1722;9.8;0.9935;3.27;5
1723;12.4;0.9906;3.35;8
1724;9.2;0.9934;3.26;5
1725;11.6;0.9913;3.29;7
1726;10.4;0.9938;3.3;6
1727;12.9;0.9898;3.43;8
1728;9.3;0.9975;3.26;6
1729;11.0;0.9975;3.2;6
1730;11.5;0.9937;3.24;3
1731;12.4;0.9914;3.53;5
1732;9.8;0.9982;3.44;6
1733;10.5;0.9929;3.48;7
1734;9.1;0.9971;3.03;5
1735;10.1;0.9921;3.24;5
1736;10.6;0.9931;3.46;7
1737;10.5;0.9924;3.41;7
1738;9.8;0.9982;3.44;6
1739;12.9;0.9892;3.3;7
1740;9.5;0.9956;2.95;5
1741;9.8;0.9924;3.29;6
1742;8.5;0.9971;3.37;5
1743;9.3;0.9982;3.22;5
1744;9.5;0.9973;3.35;5
1745;9.4;0.9932;3.17;6
1746;8.7;0.9976;3.16;5
1747;8.9;0.9962;2.95;5
1748;9.4;0.9956;3.22;6
1749;9.6;0.9992;3.09;5
1750;9.3;0.9983;3.0;6
1751;10.0;0.9937;3.14;5
1752;12.5;0.99;3.25;6
1753;9.6;0.9944;3.36;7
1754;9.4;0.9938;3.24;6
1755;9.5;0.9965;3.03;5
1756;12.4;0.9893;2.99;7
1757;10.5;0.9927;3.11;6
1758;9.2;0.994;2.97;6
1759;10.4;0.9928;3.32;6
1760;9.2;0.9964;3.22;5
1761;10.6;0.9917;3.33;6
1762;9.5;0.9972;3.34;5
1763;9.6;0.9954;3.29;5
1764;9.7;0.993;3.47;6
1765;9.7;0.9928;3.46;6
1766;10.7;0.9916;3.1;6
1767;10.5;0.9936;3.34;6
1768;8.9;0.9962;3.13;6
1769;12.1;0.9899;3.09;6
1770;12.7;0.9898;3.25;7
1771;9.9;0.996;3.18;6
1772;11.4;0.9907;3.2;6
1773;10.7;0.994;3.37;6
1774;12.5;0.9913;3.33;6
1775;8.6;0.9976;3.08;4
1776;12.5;0.9904;3.29;6
1777;10.0;0.992;3.27;5
1778;9.5;0.999;3.08;6
1779;9.6;0.9975;3.12;6
1780;9.9;0.9937;3.2;6
1781;9.9;0.9937;3.19;5
1782;8.9;0.998;3.06;6
1783;8.8;0.9944;3.01;5
1784;10.0;0.9938;3.64;7
1785;12.0;0.9907;3.44;6
1786;10.0;0.9921;3.21;6
1787;12.1;0.9908;3.11;6
1788;11.0;0.9931;3.16;6
1789;11.2;0.9915;3.21;6
1790;10.3;0.9952;3.17;7
1791;10.4;0.9926;3.37;6
1792;9.1;0.9934;3.08;5
1793;10.4;0.992;3.0;6
1794;10.8;0.9918;3.43;6
1795;11.7;0.9942;3.19;5
1796;9.8;0.9942;3.05;5
1797;11.4;0.9901;3.03;6
1798;11.2;0.9898;3.03;6
1799;11.4;0.9902;3.37;5
1800;9.2;0.9934;3.09;6
1801;12.5;0.9906;3.04;4
1802;12.6;0.9898;3.36;6
1803;12.2;0.9896;3.44;6
1804;11.2;0.9922;3.56;6
1805;9.7;0.9947;3.43;6
1806;9.3;0.9945;3.06;5
1807;9.0;0.9976;3.01;6
1808;9.1;0.9987;3.09;5
1809;10.4;0.992;3.31;5
1810;9.5;0.9955;3.37;6
1811;11.4;0.9953;3.46;4
1812;8.7;0.9976;3.16;5
1813;9.9;0.992;3.34;6
1814;9.9;0.9952;3.22;6
1815;9.0;0.9983;3.21;6
1816;10.0;0.9933;3.49;6
1817;9.7;0.9958;3.49;6
1818;11.8;0.9922;3.3;6
1819;10.2;0.9928;3.49;7
1820;9.6;0.9976;3.07;7
1821;11.3;0.9916;2.93;7
1822;12.1;0.9901;3.0;7
1823;9.4;0.9982;2.98;5
1824;10.4;0.993;3.32;6
1825;9.5;0.9969;3.25;5
1826;12.3;0.991;3.01;6
1827;9.9;0.9953;3.12;7
1828;10.1;0.9924;3.24;5
1829;9.2;0.9969;3.09;6
1830;10.4;0.9928;3.08;7
1831;9.1;0.9945;3.2;5
1832;10.0;0.9967;3.12;6
1833;11.5;0.9944;3.13;6
1834;9.8;0.9928;3.08;5
1835;9.8;0.9929;3.08;6
1836;9.4;0.9948;3.19;6
1837;8.7;0.9976;3.05;5
1838;11.6;0.9912;3.32;7
1839;8.8;0.9987;3.04;5
1840;12.7;0.99;3.16;7
1841;11.7;0.991;3.17;7
1842;10.2;0.9933;3.13;6
1843;10.2;0.9933;3.13;6
1844;12.7;0.9899;3.15;7
1845;12.3;0.9912;3.38;7
1846;9.4;0.994;3.35;5
1847;10.1;0.9947;3.13;6
1848;9.7;0.9954;2.86;6
1849;10.1;0.993;3.42;7
1850;8.9;0.9963;3.13;6
1851;10.8;0.992;3.47;7
1852;10.8;0.9926;3.42;7
1853;9.5;0.995;3.19;6
1854;9.1;0.9983;2.94;5
1855;10.9;0.992;3.32;6
1856;9.4;0.9968;3.2;5
1857;10.8;0.9905;2.97;5
1858;10.8;0.9904;2.97;5
1859;10.5;0.9926;3.45;7
1860;10.8;0.9928;3.17;6
1861;10.5;0.9949;3.35;8
1862;11.5;0.9909;3.08;7
1863;9.4;0.9937;3.11;6
1864;10.8;0.9914;2.88;6
1865;9.8;0.9924;2.99;6
1866;9.6;0.9965;3.43;5
1867;9.5;0.9993;3.34;5
1868;10.7;0.9965;3.48;6
1869;12.4;0.9908;3.25;8
1870;11.1;0.992;3.09;6
1871;8.8;0.9978;2.99;5
1872;8.7;0.9978;3.0;5
1873;11.7;0.9912;3.21;7
1874;10.9;0.9928;3.23;6
1875;10.8;0.9928;3.23;6
1876;9.6;0.993;3.12;6
1877;9.0;0.9993;3.18;5
1878;9.0;0.9965;2.85;5
1879;10.4;0.9937;3.36;6
1880;11.4;0.9913;3.23;5
1881;9.3;0.9934;3.26;5
1882;11.0;0.9952;3.33;8
1883;9.1;0.9983;3.32;4
1884;9.4;0.9957;3.23;6
1885;10.5;0.9916;3.18;6
1886;8.8;0.9999;3.22;5
1887;10.7;0.9936;3.26;6
1888;9.5;0.9972;3.33;5
1889;10.9;0.9933;3.43;6
1890;10.8;0.9934;3.49;6
1891;10.8;0.9931;3.41;7
1892;9.2;0.9976;3.1;5
1893;10.3;0.9937;3.3;5
1894;10.3;0.9937;3.3;5
1895;11.0;0.991;3.34;7
1896;9.0;0.9979;3.25;4
1897;10.4;0.9971;3.36;6
1898;9.5;0.9969;3.31;5
1899;9.5;0.9968;3.31;5
1900;9.0;0.9961;3.24;5
1901;9.5;0.993;3.09;4
1902;9.0;0.9973;3.16;6
1903;10.0;0.9944;3.16;5
1904;9.1;0.9986;3.07;7
1905;9.5;0.9972;3.34;6
1906;11.4;0.9917;3.33;7
1907;12.2;0.992;3.11;6
1908;11.3;0.9932;3.04;6
1909;10.2;0.9936;3.25;5
1910;11.3;0.9915;3.24;5
1911;10.0;0.9922;3.15;4
1912;9.4;0.9934;3.15;5
1913;12.2;0.9952;3.37;7
1914;9.2;0.9972;3.4;4
1915;9.6;0.9958;3.35;6
1916;9.5;0.9944;3.28;5
1917;12.5;0.9908;3.35;6
1918;10.0;0.9925;3.35;6
1919;9.3;0.9966;3.18;5
1920;9.3;0.9972;3.14;6
1921;11.6;0.9912;3.29;6
1922;12.5;0.995;3.38;8
1923;10.6;0.9928;3.36;6
1924;9.4;0.9968;3.08;5
1925;9.1;0.9955;3.19;6
1926;9.0;0.9981;3.23;6
1927;11.8;0.991;3.42;7
1928;11.8;0.991;3.42;7
1929;10.0;0.992;3.17;5
1930;9.7;0.9931;3.06;5
1931;9.5;0.997;3.24;6
1932;9.4;0.9948;3.12;5
1933;11.2;0.9923;3.03;5
1934;9.0;0.9976;3.25;5
1935;10.7;0.9938;3.3;7
1936;9.0;0.9984;3.08;4
1937;9.1;0.9972;3.14;6
1938;10.8;0.9922;3.26;7
1939;10.1;0.9935;3.31;4
1940;9.9;0.9944;3.17;6
1941;9.8;0.9942;3.17;5
1942;9.8;0.9944;3.17;5
1943;9.5;0.9997;3.16;6
1944;9.5;0.9977;3.23;5
1945;11.1;0.9912;3.23;6
1946;9.5;0.9982;3.06;5
1947;9.4;0.9983;3.06;5
1948;9.7;0.998;3.06;5
1949;13.9;0.9894;3.41;7
1950;10.1;0.9927;3.22;4
1951;10.5;0.9917;3.12;6
1952;12.6;0.9904;3.42;6
1953;10.9;0.993;2.89;5
1954;10.0;0.9941;3.15;5
1955;11.2;0.9943;3.13;6
1956;10.0;0.99855;3.11;6
1957;9.2;0.99345;3.14;5
1958;9.5;0.998;3.35;5
1959;12.3;0.9916;3.1;6
1960;10.0;0.99475;3.32;5
1961;10.8;0.99325;3.41;6
1962;10.5;0.9933;3.49;7
1963;9.2;0.9969;3.06;6
1964;9.1;1.0002;2.96;5
1965;10.2;0.9937;3.45;7
1966;8.9;0.99685;3.02;5
1967;10.4;0.99455;3.5;5
1968;11.7;0.9917;3.37;6
1969;12.4;0.99035;3.26;8
1970;10.9;0.9914;3.14;7
1971;10.2;0.99225;3.15;5
1972;11.7;0.99155;3.37;7
1973;9.4;0.9954;2.99;5
1974;10.5;0.99455;3.35;5
1975;9.4;0.9924;3.12;5
1976;10.4;0.99695;3.35;6
1977;9.5;0.99655;3.25;6
1978;11.1;0.9934;3.01;7
1979;9.1;0.998;3.02;6
1980;9.2;0.9971;3.28;5
1981;9.6;0.9948;3.14;6
1982;10.8;0.99215;3.17;7
1983;12.6;0.9915;3.31;3
1984;11.0;0.99115;3.44;6
1985;10.2;0.9932;3.28;6
1986;9.4;0.9977;3.33;5
1987;10.0;0.99535;3.17;5
1988;12.2;0.99165;3.26;6
1989;10.5;0.9953;3.22;6
1990;11.5;0.9928;3.04;6
1991;9.8;0.9958;3.3;6
1992;11.4;0.9928;3.04;6
1993;10.2;0.9964;3.15;6
1994;9.4;0.9987;3.16;6
1995;9.1;0.9932;3.09;5
1996;12.2;0.9907;3.25;7
1997;9.5;0.99755;3.42;5
1998;9.3;0.99935;3.4;6
1999;9.8;0.9932;3.3;7
2000;9.8;0.9932;3.3;7
2001;9.8;0.99585;3.3;6
2002;8.7;1.00055;3.0;5
2003;10.2;0.9985;3.37;6
2004;9.5;0.99505;3.22;6
2005;11.0;0.992;2.94;6
2006;9.2;0.9988;3.08;5
2007;10.9;0.99175;3.21;6
2008;9.3;0.9962;3.42;7
2009;9.8;0.9942;3.41;7
2010;9.3;0.9927;3.12;7
2011;9.3;0.9927;3.12;7
2012;9.4;0.99985;3.4;5
2013;10.4;0.997;3.2;9
2014;12.1;0.9918;3.24;6
2015;11.0;0.99215;3.02;6
2016;9.0;0.99865;3.12;5
2017;9.5;0.9992;3.37;7
2018;8.8;1.0006;3.28;8
2019;11.2;0.99135;3.37;4
2020;9.3;0.99715;3.08;6
2021;9.3;0.99815;3.27;6
2022;9.2;0.99815;3.27;6
2023;10.0;0.9949;3.46;7
2024;10.9;0.99225;3.39;7
2025;10.0;0.99445;3.1;5
2026;9.3;0.99335;3.03;5
2027;9.0;0.99625;3.09;5
2028;9.2;0.9971;3.02;6
2029;9.6;0.9983;3.28;6
2030;9.4;0.99445;3.42;6
2031;11.1;0.99085;3.34;8
2032;8.9;0.9977;3.06;6
2033;9.3;0.9953;3.19;5
2034;9.3;0.99775;3.07;5
2035;9.8;0.99795;3.41;7
2036;9.8;0.99505;3.22;6
2037;9.6;0.9975;3.17;5
2038;9.6;0.99745;3.16;6
2039;9.0;0.9976;3.15;6
2040;9.5;0.99775;3.17;6
2041;9.2;0.9932;3.21;6
2042;9.1;0.99405;3.42;7
2043;9.5;1.0;3.38;6
2044;10.5;0.99785;3.03;6
2045;9.0;0.9939;3.01;5
2046;11.7;0.9939;3.16;5
2047;9.1;0.99675;3.2;5
2048;12.4;0.98965;3.41;9
2049;9.2;0.9971;2.96;6
2050;9.4;0.99445;3.3;5
2051;9.6;0.9945;3.34;6
2052;9.8;0.9958;3.26;6
2053;10.2;0.9956;3.33;6
2054;12.5;0.99055;3.28;9
2055;10.9;0.9959;3.16;7
2056;11.0;0.9925;3.16;7
2057;10.5;0.9963;3.72;6
2058;11.5;0.9935;3.05;4
2059;12.8;0.99105;3.36;8
2060;12.2;0.99045;3.18;6
2061;12.8;0.99155;3.14;8
2062;11.9;0.99085;3.25;8
2063;12.0;0.9924;3.16;7
2064;12.0;0.9924;3.16;7
2065;8.8;0.99975;3.12;7
2066;10.8;0.99315;3.21;7
2067;11.0;0.9917;3.3;8
2068;9.3;0.99845;3.02;5
2069;10.8;0.9921;3.08;5
2070;11.5;0.9909;3.31;6
2071;9.4;0.99855;3.1;5
2072;9.5;0.9934;3.27;7
2073;8.6;0.9978;3.06;5
2074;10.3;0.9949;3.49;7
2075;9.4;0.9986;3.1;5
2076;10.0;0.99725;3.17;7
2077;9.4;0.9946;3.18;5
2078;10.4;0.99255;3.22;8
2079;9.1;0.9996;3.29;7
2080;9.9;0.9939;3.36;6
2081;12.1;0.99;3.24;6
2082;9.9;0.9937;3.35;5
2083;12.5;0.9886;3.12;6
2084;8.5;1.0;3.24;8
2085;9.0;0.9994;3.28;7
2086;10.1;0.9926;3.19;6
2087;9.4;0.9956;3.04;5
2088;10.7;0.9915;3.06;6
2089;9.6;0.9939;2.89;3
2090;10.1;0.9932;3.35;5
2091;10.0;0.993;3.2;7
2092;12.7;0.9898;3.28;9
2093;10.2;0.9921;3.19;6
2094;8.9;0.9932;3.23;6
2095;11.9;0.9919;3.41;8
2096;9.9;0.9953;3.19;6
2097;11.5;0.9928;3.13;6
2098;9.8;0.9976;3.35;6
2099;12.2;0.9906;3.4;7
2100;11.4;0.9918;3.19;6
2101;11.0;0.99185;3.37;7
2102;9.9;0.994;3.3;6
2103;11.0;0.9908;3.42;7
2104;9.4;0.9928;3.58;5
2105;12.2;0.9896;3.12;7
2106;10.3;0.9918;3.23;6
2107;10.5;0.9952;3.22;6
2108;10.5;0.9923;3.08;6
2109;10.9;0.9915;3.05;6
2110;10.5;0.9952;3.22;6
2111;11.0;0.9947;3.32;7
2112;9.7;0.9983;3.25;6
2113;8.9;0.9975;3.08;5
2114;9.6;0.995;3.2;6
2115;8.8;0.9944;3.02;8
2116;11.1;0.994;3.06;4
2117;10.3;0.9944;3.08;4
2118;12.2;0.9908;3.28;8
2119;9.8;0.99795;3.32;4
2120;8.8;0.9985;3.08;5
2121;9.9;0.99425;3.15;5
2122;9.9;0.99425;3.15;5
2123;9.9;0.9943;3.15;5
2124;9.2;0.9924;3.36;5
2125;9.5;0.9946;3.24;4
2126;9.2;0.9924;3.36;5
2127;10.3;0.995;3.36;7
2128;11.0;0.9919;2.93;6
2129;11.9;0.99;3.06;6
2130;10.2;0.9923;2.94;7
2131;9.4;0.9956;3.55;7
2132;8.9;0.9978;3.13;6
2133;10.0;0.9967;3.17;6
2134;10.7;0.9934;3.45;8
2135;9.8;0.9936;3.28;5
2136;9.3;0.9932;3.36;5
2137;9.5;0.9934;3.02;7
2138;10.0;0.998;3.58;5
2139;9.0;0.9978;3.15;5
2140;11.9;0.9929;3.14;7
2141;8.9;0.9974;3.08;5
2142;10.0;0.99685;3.18;6
2143;9.6;0.99495;3.26;5
2144;8.9;0.99745;3.08;5
2145;8.9;0.99505;3.12;5
2146;11.4;0.992;3.08;5
2147;10.0;0.9956;3.36;6
2148;9.6;0.9982;3.06;7
2149;9.7;0.99485;3.14;5
2150;9.5;0.9971;3.25;6
2151;10.0;0.99265;3.54;7
2152;12.2;0.9904;3.14;7
2153;8.7;0.9965;3.28;7
2154;10.2;0.9946;3.52;7
2155;9.6;0.99965;2.96;5
2156;10.0;0.9935;2.96;5
2157;9.5;0.996;3.36;4
2158;11.5;0.9942;3.18;5
2159;9.5;0.9936;3.08;5
2160;9.8;0.9965;3.08;6
2161;10.1;0.9928;3.23;6
2162;10.0;0.9928;2.99;5
2163;9.5;0.9938;3.07;5
2164;10.2;0.9926;3.39;7
2165;10.2;0.9926;3.39;7
2166;9.0;0.9983;3.03;6
2167;12.3;0.992;3.13;7
2168;11.6;0.9923;3.37;6
2169;9.5;0.9972;3.28;6
2170;11.5;0.9928;3.15;5
2171;9.6;0.9928;3.13;6
2172;9.0;0.9994;3.24;6
2173;12.0;0.991;3.34;7
2174;11.4;0.9906;3.33;7
2175;12.3;0.9894;3.38;7
2176;12.6;0.9898;3.32;7
2177;11.7;0.9925;3.32;6
2178;9.2;0.9956;3.12;5
2179;10.3;0.9946;3.51;6
2180;8.6;0.9966;3.25;5
2181;10.7;0.9951;3.39;7
2182;9.8;0.9927;3.12;5
2183;9.8;0.9927;3.12;6
2184;12.5;0.9894;3.5;6
2185;11.9;0.9907;3.41;6
2186;10.8;0.9925;3.44;5
2187;10.5;0.9928;3.42;6
2188;10.3;0.9941;3.12;6
2189;10.3;0.9941;3.12;6
2190;12.0;0.9935;3.06;7
2191;10.2;0.9932;2.95;6
2192;10.2;0.9944;3.14;4
2193;9.9;0.9972;3.19;5
2194;10.1;0.994;3.38;4
2195;9.5;0.9956;3.25;6
2196;10.5;0.9927;3.05;6
2197;10.4;0.9924;3.29;5
2198;9.5;0.9966;3.31;6
2199;9.2;0.9997;3.05;6
2200;10.1;0.9936;3.05;7
2201;9.8;0.9936;3.15;7
2202;9.4;0.9952;3.09;5
2203;9.4;0.9952;3.09;6
2204;10.4;0.9928;3.31;7
2205;11.3;0.9911;3.34;6
2206;10.8;0.993;3.42;6
2207;9.3;0.9932;3.32;5
2208;10.3;0.993;3.37;7
2209;10.5;0.993;3.08;6
2210;10.3;0.9932;3.11;6
2211;11.2;0.9932;3.24;7
2212;10.3;0.9943;3.15;6
2213;9.5;0.9968;3.19;5
2214;8.9;0.9994;3.66;5
2215;10.2;0.9926;3.03;5
2216;9.2;0.9968;2.98;5
2217;10.5;0.9916;2.95;6
2218;9.5;0.9946;3.21;6
2219;11.4;0.9925;3.11;7
2220;11.1;0.9935;3.25;8
2221;10.5;0.9962;3.13;6
2222;12.0;0.9928;3.51;6
2223;9.7;0.993;3.38;6
2224;10.2;0.993;3.32;6
2225;9.5;0.9956;3.09;4
2226;10.4;0.9941;3.41;7
2227;9.3;0.9972;3.19;4
2228;10.5;0.9948;3.48;6
2229;10.0;0.9955;3.35;6
2230;10.2;0.9972;3.49;6
2231;9.1;0.9983;2.87;3
2232;10.2;0.9942;3.16;6
2233;10.7;0.9936;3.54;5
2234;9.7;0.9956;3.21;5
2235;9.3;0.9953;3.37;7
2236;11.0;0.9918;3.05;5
2237;10.8;0.995;3.22;4
2238;10.7;0.992;3.01;5
2239;10.7;0.9952;3.24;4
2240;8.8;1.001;2.95;5
2241;10.9;0.9924;3.16;7
2242;10.5;0.9932;3.14;5
2243;10.0;0.9937;3.29;5
2244;10.4;0.9918;3.07;5
2245;9.2;0.9934;3.03;5
2246;12.6;0.991;3.31;6
2247;9.0;0.9962;3.1;5
2248;9.2;0.9932;3.03;6
2249;11.3;0.9908;2.99;5
2250;10.3;0.9962;3.12;4
2251;10.0;0.9941;2.96;5
2252;10.7;0.9931;3.51;6
2253;9.0;0.9981;3.41;5
2254;8.7;0.9944;3.3;4
2255;11.6;0.992;3.09;7
2256;9.4;0.9966;3.34;5
2257;9.5;0.9956;3.31;5
2258;9.5;0.9956;3.3;5
2259;10.9;0.9949;3.37;6
2260;9.7;1.0002;3.22;5
2261;9.1;0.9942;3.08;6
2262;11.1;0.9923;3.1;7
2263;12.6;0.9917;2.96;7
2264;11.0;0.9931;3.35;6
2265;11.3;0.992;3.0;7
2266;10.9;0.9953;2.96;7
2267;10.9;0.9951;2.97;5
2268;9.3;0.9974;3.17;6
2269;12.7;0.9904;3.22;7
2270;10.1;0.9974;3.37;6
2271;10.0;0.9944;3.18;5
2272;9.8;1.0004;3.49;5
2273;10.1;0.9952;3.29;6
2274;9.0;0.9956;3.43;7
2275;9.4;0.995;3.28;6
2276;9.2;0.9995;3.03;6
2277;10.1;0.9942;3.36;7
2278;8.6;0.9977;3.06;5
2279;11.2;0.992;3.55;8
2280;11.2;0.992;3.17;8
2281;10.6;0.9934;3.19;7
2282;9.3;1.0006;3.01;6
2283;8.9;0.9982;3.05;6
2284;10.6;0.9928;3.42;6
2285;10.6;0.9945;3.1;7
2286;8.8;0.9963;3.09;5
2287;11.0;0.9906;3.59;8
2288;10.2;0.9956;3.32;6
2289;10.1;0.9962;3.31;6
2290;14.0;0.9894;3.39;7
2291;11.8;0.9908;3.27;6
2292;11.4;0.9914;3.44;5
2293;10.7;0.9938;3.12;5
2294;11.5;0.9922;3.51;7
2295;12.6;0.9903;3.3;7
2296;12.6;0.9893;3.21;7
2297;9.3;0.9952;3.04;4
2298;12.1;0.9912;3.06;6
2299;9.9;0.9983;3.52;6
2300;10.7;0.9937;3.28;5
2301;10.0;0.9932;3.26;4
2302;10.4;0.9928;3.13;8
2303;10.5;0.9922;3.29;5
2304;9.7;0.9976;3.31;5
2305;10.5;0.9922;3.29;5
2306;9.0;0.9974;3.28;5
2307;9.2;0.998;3.54;6
2308;10.1;0.9931;3.17;6
2309;11.4;0.9911;3.35;7
2310;10.8;0.9944;2.93;5
2311;10.9;0.9937;2.96;5
2312;9.2;0.9974;3.2;6
2313;12.9;0.989;3.12;7
2314;12.0;0.992;3.23;7
2315;9.5;0.9928;3.27;5
2316;11.8;0.9918;3.06;7
2317;9.1;0.9936;3.19;6
2318;9.7;0.9944;3.2;6
2319;9.1;0.9988;3.17;5
2320;10.0;0.994;2.99;5
2321;10.4;0.9953;3.25;5
2322;9.5;0.9986;3.44;6
2323;12.3;0.9914;3.4;8
2324;11.7;0.9934;3.42;8
2325;9.5;0.996;3.14;5
2326;11.5;0.9937;2.99;5
2327;10.6;0.9921;3.14;6
2328;10.2;0.998;3.17;5
2329;10.5;0.9933;3.25;5
2330;10.5;0.9933;3.26;5
2331;8.9;0.9959;3.14;5
2332;10.6;0.9936;3.03;5
2333;9.5;0.9953;3.17;5
2334;10.8;0.9938;3.2;6
2335;9.5;0.9952;3.14;5
2336;8.9;0.9959;3.13;5
2337;9.4;0.9937;3.31;4
2338;10.6;0.992;3.5;6
2339;9.0;0.9967;3.47;4
2340;10.5;0.9944;3.42;4
2341;9.0;0.9998;3.16;6
2342;9.4;0.9942;3.27;6
2343;9.6;0.9945;3.29;6
2344;10.2;0.9946;3.15;7
2345;10.4;0.9928;3.07;6
2346;10.4;0.9946;3.52;5
2347;9.5;0.9927;3.23;5
2348;10.6;0.9938;3.22;6
2349;11.0;0.9918;3.21;5
2350;9.9;0.9966;3.38;6
2351;9.6;0.9954;3.14;5
2352;12.8;0.9913;3.01;6
2353;11.4;0.9931;3.42;5
2354;10.0;0.9986;3.41;6
2355;9.1;0.9965;3.0;5
2356;9.4;0.9984;3.36;7
2357;10.2;0.9952;3.46;6
2358;9.2;0.9956;2.97;5
2359;9.4;0.9949;3.23;5
2360;10.1;0.996;3.12;6
2361;10.6;0.992;3.21;6
2362;12.8;0.9912;3.18;7
2363;8.9;0.9978;3.12;5
2364;9.3;0.9938;3.09;5
2365;11.1;0.9914;3.25;8
2366;9.9;0.9932;3.13;6
2367;9.6;0.9944;3.1;5
2368;10.7;0.9948;3.16;7
2369;9.2;0.998;2.96;6
2370;9.1;0.9998;3.36;7
2371;9.6;0.9964;3.33;6
2372;9.2;0.9992;3.03;6
2373;10.7;0.9939;3.0;7
2374;10.8;0.992;3.3;6
2375;10.8;0.9922;3.3;7
2376;9.0;0.9955;3.1;5
2377;10.7;0.9917;3.48;6
2378;9.4;0.9954;3.19;5
2379;8.8;0.9986;2.94;6
2380;11.5;0.9917;3.42;6
2381;12.5;0.9907;3.23;6
2382;10.5;0.9922;2.96;6
2383;9.7;0.9958;3.29;5
2384;11.3;0.993;3.23;6
2385;10.8;0.9926;2.74;6
2386;10.6;0.9959;3.17;5
2387;11.7;0.9906;3.04;8
2388;9.2;0.9993;2.94;5
2389;11.1;0.993;3.02;8
2390;11.0;0.992;3.33;6
2391;12.5;0.992;3.51;7
2392;10.0;0.994;3.16;6
2393;12.3;0.9908;3.26;7
2394;12.7;0.9902;3.14;6
2395;10.5;0.9943;3.1;5
2396;12.5;0.9921;3.23;6
