acidity_id;wine_id;fixed_acidity;volatile_acidity;citric_acid
1661;1661;5.5;0.335;0.3
1662;1662;5.8;0.4;0.42
1663;1663;7.3;0.22;0.37
1664;1664;6.1;0.36;0.33
1665;1665;10.0;0.2;0.39
1666;1666;6.9;0.24;0.34
1667;1667;6.4;0.24;0.32
1668;1668;7.1;0.365;0.14
1669;1669;6.8;0.15;0.3
1670;1670;6.8;0.16;0.4
1671;1671;6.0;0.26;0.32
1672;1672;6.0;0.18;0.27
1673;1673;6.9;0.33;0.21
1674;1674;7.7;0.29;0.48
1675;1675;7.1;0.39;0.35
1676;1676;6.6;0.905;0.19
1677;1677;7.2;0.27;0.27
1678;1678;5.1;0.33;0.22
1679;1679;6.4;0.31;0.28
1680;1680;7.3;0.2;0.44
1681;1681;5.7;0.32;0.5
1682;1682;7.2;0.28;0.26
1683;1683;7.5;0.35;0.28
1684;1684;6.0;0.36;0.39
1685;1685;5.0;0.17;0.56
1686;1686;6.3;0.39;0.35
1687;1687;6.7;0.21;0.32
1688;1688;7.0;0.3;0.38
1689;1689;6.5;0.36;0.32
1690;1690;6.1;0.55;0.15
1691;1691;7.3;0.24;0.43
1692;1692;6.8;0.37;0.51
1693;1693;6.8;0.27;0.12
1694;1694;8.2;0.28;0.42
1695;1695;6.3;0.2;0.4
1696;1696;5.9;0.26;0.27
1697;1697;6.4;0.19;0.42
1698;1698;6.1;0.35;0.07
1699;1699;7.1;0.27;0.31
1700;1700;6.8;0.22;0.31
1701;1701;5.8;0.28;0.34
1702;1702;6.9;0.49;0.24
1703;1703;6.3;0.14;0.39
1704;1704;7.2;0.25;0.39
1705;1705;7.3;0.28;0.36
1706;1706;7.2;0.19;0.39
1707;1707;7.4;0.21;0.27
1708;1708;6.8;0.26;0.22
1709;1709;7.4;0.31;0.28
1710;1710;7.0;0.22;0.31
1711;1711;7.0;0.21;0.28
1712;1712;7.0;0.21;0.28
1713;1713;6.9;0.23;0.38
1714;1714;6.8;0.29;0.5
1715;1715;7.8;0.21;0.27
1716;1716;7.1;0.31;0.47
1717;1717;6.4;0.34;0.1
1718;1718;7.4;0.155;0.34
1719;1719;7.2;0.55;0.09
1720;1720;7.0;0.23;0.36
1721;1721;6.9;0.2;0.37
1722;1722;6.1;0.28;0.32
1723;1723;6.6;0.16;0.32
1724;1724;6.2;0.35;0.04
1725;1725;6.7;0.22;0.37
1726;1726;6.1;0.38;0.2
1727;1727;6.0;0.25;0.28
1728;1728;6.6;0.52;0.44
1729;1729;6.9;0.24;0.36
1730;1730;7.1;0.32;0.32
1731;1731;5.8;0.28;0.27
1732;1732;6.5;0.41;0.24
1733;1733;6.4;0.28;0.29
1734;1734;7.2;0.6;0.2
1735;1735;6.1;0.2;0.25
1736;1736;5.9;0.46;0.14
1737;1737;6.0;0.27;0.27
1738;1738;6.4;0.41;0.24
1739;1739;6.3;0.23;0.31
1740;1740;7.1;0.21;0.27
1741;1741;6.0;0.37;0.32
1742;1742;6.1;0.43;0.35
1743;1743;7.0;0.25;0.29
1744;1744;5.9;0.25;0.19
1745;1745;6.8;0.32;0.21
1746;1746;7.2;0.39;0.62
1747;1747;6.3;0.21;0.58
1748;1748;7.0;0.14;0.32
1749;1749;7.2;0.29;0.53
1750;1750;8.6;0.37;0.7
1751;1751;6.5;0.38;0.34
1752;1752;6.6;0.24;0.29
1753;1753;7.0;0.17;0.31
1754;1754;5.5;0.16;0.22
1755;1755;7.0;0.24;0.51
1756;1756;7.4;0.28;0.36
1757;1757;7.0;0.22;0.28
1758;1758;7.1;0.55;0.13
1759;1759;6.3;0.22;0.33
1760;1760;6.7;0.47;0.34
1761;1761;5.9;0.36;0.41
1762;1762;5.8;0.25;0.24
1763;1763;6.2;0.37;0.3
1764;1764;6.2;0.18;0.38
1765;1765;6.0;0.16;0.37
1766;1766;6.6;0.34;0.28
1767;1767;7.4;0.29;0.29
1768;1768;7.4;0.26;0.31
1769;1769;7.0;0.28;0.36
1770;1770;7.1;0.23;0.39
1771;1771;7.8;0.19;0.26
1772;1772;6.3;0.19;0.28
1773;1773;6.8;0.2;0.38
1774;1774;5.7;0.44;0.13
1775;1775;7.2;0.4;0.62
1776;1776;6.8;0.23;0.32
1777;1777;5.7;0.335;0.34
1778;1778;7.2;0.28;0.54
1779;1779;6.8;0.19;0.58
1780;1780;6.4;0.3;0.3
1781;1781;6.5;0.3;0.29
1782;1782;7.8;0.18;0.31
1783;1783;7.3;0.51;0.26
1784;1784;6.0;0.24;0.27
1785;1785;5.9;0.62;0.28
1786;1786;6.7;0.27;0.12
1787;1787;7.8;0.34;0.35
1788;1788;7.3;0.26;0.36
1789;1789;7.4;0.36;0.33
1790;1790;7.8;0.28;0.32
1791;1791;6.1;0.31;0.26
1792;1792;6.8;0.18;0.37
1793;1793;7.4;0.15;0.42
1794;1794;5.9;0.13;0.28
1795;1795;7.2;0.34;0.34
1796;1796;7.9;0.19;0.26
1797;1797;6.9;0.25;0.4
1798;1798;5.8;0.36;0.32
1799;1799;5.6;0.35;0.37
1800;1800;5.9;0.32;0.39
1801;1801;7.2;0.31;0.46
1802;1802;6.1;0.28;0.22
1803;1803;5.2;0.36;0.02
1804;1804;5.6;0.19;0.47
1805;1805;6.4;0.1;0.35
1806;1806;6.4;0.18;0.48
1807;1807;7.4;0.25;0.36
1808;1808;7.9;0.345;0.51
1809;1809;6.1;0.24;0.3
1810;1810;6.8;0.25;0.24
1811;1811;6.7;0.31;0.31
1812;1812;7.2;0.46;0.65
1813;1813;5.5;0.35;0.35
1814;1814;6.7;0.24;0.41
1815;1815;6.8;0.28;0.17
1816;1816;6.4;0.16;0.22
1817;1817;6.3;0.26;0.24
1818;1818;7.7;0.22;0.42
1819;1819;6.5;0.18;0.31
1820;1820;7.0;0.3;0.51
1821;1821;9.2;0.25;0.34
1822;1822;7.8;0.28;0.34
1823;1823;8.4;0.35;0.71
1824;1824;6.1;0.41;0.24
1825;1825;5.9;0.21;0.24
1826;1826;7.2;0.34;0.44
1827;1827;6.7;0.21;0.42
1828;1828;5.9;0.37;0.1
1829;1829;7.7;0.34;0.27
1830;1830;7.4;0.3;0.22
1831;1831;6.8;0.51;0.3
1832;1832;7.8;0.22;0.38
1833;1833;7.2;0.35;0.34
1834;1834;6.0;0.26;0.5
1835;1835;6.1;0.26;0.51
1836;1836;6.5;0.28;0.27
1837;1837;7.4;0.41;0.66
1838;1838;6.5;0.28;0.29
1839;1839;6.7;0.34;0.54
1840;1840;7.2;0.2;0.34
1841;1841;7.4;0.2;0.33
1842;1842;8.2;0.22;0.3
1843;1843;8.2;0.23;0.29
1844;1844;7.1;0.22;0.33
1845;1845;6.0;0.38;0.26
1846;1846;5.7;0.18;0.22
1847;1847;7.3;0.3;0.22
1848;1848;7.4;0.24;0.22
1849;1849;6.6;0.25;0.3
1850;1850;7.4;0.26;0.3
1851;1851;6.1;0.32;0.25
1852;1852;6.9;0.28;0.27
1853;1853;7.0;0.23;0.33
1854;1854;7.1;0.31;0.5
1855;1855;7.3;0.2;0.37
1856;1856;6.9;0.41;0.33
1857;1857;6.4;0.45;0.07
1858;1858;6.4;0.475;0.06
1859;1859;6.3;0.27;0.38
1860;1860;7.0;0.29;0.37
1861;1861;5.9;0.27;0.29
1862;1862;6.9;0.19;0.4
1863;1863;6.7;0.3;0.35
1864;1864;7.2;0.24;0.4
1865;1865;6.3;0.26;0.49
1866;1866;7.3;0.25;0.29
1867;1867;6.1;0.28;0.25
1868;1868;7.4;0.37;0.35
1869;1869;6.5;0.36;0.28
1870;1870;7.4;0.24;0.4
1871;1871;7.5;0.23;0.68
1872;1872;7.5;0.21;0.68
1873;1873;7.8;0.32;0.33
1874;1874;7.8;0.26;0.27
1875;1875;7.7;0.24;0.27
1876;1876;7.4;0.19;0.3
1877;1877;6.5;0.46;0.41
1878;1878;6.5;0.26;0.43
1879;1879;5.3;0.32;0.12
1880;1880;7.2;0.24;0.34
1881;1881;6.0;0.36;0.06
1882;1882;6.2;0.24;0.29
1883;1883;7.6;0.56;0.12
1884;1884;7.0;0.32;0.24
1885;1885;5.8;0.31;0.33
1886;1886;7.0;0.23;0.42
1887;1887;6.9;0.24;0.33
1888;1888;6.0;0.29;0.2
1889;1889;6.1;0.17;0.28
1890;1890;5.9;0.14;0.25
1891;1891;6.2;0.17;0.28
1892;1892;7.4;0.28;0.25
1893;1893;5.6;0.35;0.14
1894;1894;5.8;0.335;0.14
1895;1895;5.6;0.235;0.29
1896;1896;6.1;0.28;0.25
1897;1897;6.3;0.21;0.33
1898;1898;6.4;0.24;0.28
1899;1899;6.4;0.24;0.29
1900;1900;6.3;0.26;0.25
1901;1901;6.5;0.33;0.72
1902;1902;7.4;0.105;0.34
1903;1903;6.0;0.32;0.12
1904;1904;7.1;0.26;0.34
1905;1905;5.9;0.24;0.26
1906;1906;6.5;0.21;0.37
1907;1907;7.7;0.27;0.35
1908;1908;9.0;0.27;0.35
1909;1909;7.3;0.34;0.21
1910;1910;6.6;0.27;0.25
1911;1911;6.8;0.29;0.16
1912;1912;7.1;0.28;0.26
1913;1913;6.8;0.25;0.34
1914;1914;7.0;0.57;0.1
1915;1915;7.1;0.17;0.38
1916;1916;7.8;0.28;0.22
1917;1917;6.8;0.22;0.37
1918;1918;6.1;0.14;0.25
1919;1919;6.4;0.24;0.5
1920;1920;7.8;0.42;0.26
1921;1921;6.6;0.28;0.36
1922;1922;7.1;0.32;0.34
1923;1923;6.7;0.31;0.3
1924;1924;6.4;0.32;0.5
1925;1925;6.1;0.28;0.25
1926;1926;5.9;0.29;0.25
1927;1927;5.8;0.32;0.38
1928;1928;5.7;0.32;0.38
1929;1929;6.7;0.28;0.14
1930;1930;6.8;0.34;0.69
1931;1931;5.9;0.25;0.25
1932;1932;6.4;0.27;0.32
1933;1933;8.1;0.46;0.31
1934;1934;6.2;0.36;0.26
1935;1935;6.8;0.22;0.35
1936;1936;6.8;0.67;0.3
1937;1937;7.2;0.28;0.3
1938;1938;6.7;0.17;0.37
1939;1939;6.9;0.2;0.34
1940;1940;6.1;0.36;0.16
1941;1941;6.0;0.36;0.16
1942;1942;5.9;0.37;0.14
1943;1943;7.6;0.29;0.58
1944;1944;6.3;0.34;0.28
1945;1945;6.7;0.19;0.34
1946;1946;7.5;0.31;0.51
1947;1947;7.4;0.31;0.48
1948;1948;8.4;0.4;0.7
1949;1949;5.9;0.34;0.22
1950;1950;6.6;0.38;0.18
1951;1951;6.4;0.33;0.28
1952;1952;5.6;0.25;0.26
1953;1953;8.6;0.27;0.46
1954;1954;6.2;0.31;0.21
1955;1955;7.2;0.18;0.45
1956;1956;7.7;0.2;0.44
1957;1957;6.2;0.47;0.21
1958;1958;6.1;0.25;0.24
1959;1959;8.2;0.27;0.43
1960;1960;6.4;0.31;0.39
1961;1961;6.0;0.39;0.26
1962;1962;6.2;0.21;0.27
1963;1963;7.7;0.42;0.31
1964;1964;7.0;0.27;0.41
1965;1965;7.4;0.29;0.5
1966;1966;6.6;0.29;0.44
1967;1967;6.0;0.3;0.44
1968;1968;6.9;0.31;0.34
1969;1969;6.6;0.33;0.31
1970;1970;7.8;0.3;0.4
1971;1971;6.4;0.39;0.21
1972;1972;6.4;0.24;0.31
1973;1973;7.0;0.21;0.34
1974;1974;6.4;0.16;0.31
1975;1975;6.0;0.33;0.27
1976;1976;6.5;0.23;0.33
1977;1977;6.2;0.25;0.48
1978;1978;8.8;0.28;0.45
1979;1979;6.6;0.25;0.3
1980;1980;6.9;0.38;0.25
1981;1981;6.4;0.25;0.3
1982;1982;7.1;0.21;0.31
1983;1983;6.9;0.39;0.4
1984;1984;5.8;0.2;0.3
1985;1985;7.0;0.2;0.37
1986;1986;5.9;0.26;0.25
1987;1987;7.4;0.38;0.27
1988;1988;7.4;0.2;1.66
1989;1989;7.0;0.21;0.34
1990;1990;7.2;0.29;0.4
1991;1991;6.9;0.18;0.38
1992;1992;7.3;0.3;0.42
1993;1993;6.9;0.2;0.5
1994;1994;6.7;0.2;0.42
1995;1995;5.9;0.35;0.47
1996;1996;7.1;0.28;0.44
1997;1997;5.8;0.25;0.28
1998;1998;6.8;0.22;0.37
1999;1999;7.1;0.14;0.4
2000;2000;7.1;0.13;0.4
2001;2001;7.0;0.2;0.38
2002;2002;6.8;0.24;0.49
2003;2003;5.0;0.44;0.04
2004;2004;6.3;0.3;0.28
2005;2005;7.2;0.27;0.42
2006;2006;6.7;0.5;0.63
2007;2007;6.8;0.2;0.36
2008;2008;6.7;0.11;0.34
2009;2009;6.8;0.12;0.31
2010;2010;6.6;0.16;0.57
2011;2011;6.6;0.21;0.6
2012;2012;6.1;0.27;0.3
2013;2013;9.1;0.27;0.45
2014;2014;6.4;0.225;0.48
2015;2015;8.3;0.14;0.45
2016;2016;7.2;0.23;0.19
2017;2017;6.9;0.22;0.37
2018;2018;8.1;0.17;0.44
2019;2019;6.0;0.395;0.0
2020;2020;7.8;0.29;0.22
2021;2021;7.6;0.3;0.27
2022;2022;7.7;0.34;0.28
2023;2023;5.8;0.34;0.16
2024;2024;5.9;0.24;0.3
2025;2025;6.4;0.46;0.08
2026;2026;7.4;0.32;0.27
2027;2027;7.2;0.31;0.26
2028;2028;7.8;0.42;0.23
2029;2029;6.9;0.24;0.33
2030;2030;5.4;0.18;0.24
2031;2031;6.0;0.18;0.31
2032;2032;7.8;0.27;0.58
2033;2033;6.0;0.28;0.49
2034;2034;6.8;0.39;0.35
2035;2035;6.6;0.21;0.31
2036;2036;7.3;0.32;0.34
2037;2037;6.4;0.31;0.26
2038;2038;6.2;0.29;0.26
2039;2039;6.0;0.39;0.17
2040;2040;6.2;0.3;0.26
2041;2041;6.0;0.41;0.05
2042;2042;6.4;0.35;0.28
2043;2043;6.5;0.26;0.32
2044;2044;7.9;0.35;0.24
2045;2045;6.2;0.3;0.17
2046;2046;8.4;0.18;0.42
2047;2047;6.6;0.56;0.22
2048;2048;6.6;0.36;0.29
2049;2049;7.3;0.655;0.2
2050;2050;6.8;0.18;0.21
2051;2051;6.7;0.19;0.23
2052;2052;7.0;0.21;0.37
2053;2053;6.8;0.25;0.38
2054;2054;7.4;0.24;0.36
2055;2055;7.1;0.16;0.36
2056;2056;7.1;0.16;0.36
2057;2057;7.3;0.205;0.31
2058;2058;7.4;0.17;0.4
2059;2059;7.3;0.3;0.34
2060;2060;6.9;0.25;0.34
2061;2061;7.5;0.42;0.34
2062;2062;7.3;0.25;0.36
2063;2063;7.5;0.34;0.35
2064;2064;7.6;0.33;0.35
2065;2065;8.7;0.23;0.32
2066;2066;6.9;0.19;0.35
2067;2067;7.3;0.21;0.29
2068;2068;6.6;0.22;0.37
2069;2069;9.2;0.34;0.27
2070;2070;6.0;0.2;0.24
2071;2071;8.2;0.38;0.49
2072;2072;6.9;0.18;0.36
2073;2073;7.7;0.34;0.58
2074;2074;7.4;0.2;0.35
2075;2075;8.2;0.4;0.48
2076;2076;6.7;0.22;0.39
2077;2077;6.6;0.3;0.3
2078;2078;8.1;0.27;0.35
2079;2079;7.3;0.25;0.42
2080;2080;4.8;0.34;0.0
2081;2081;6.2;0.28;0.33
2082;2082;4.8;0.33;0.0
2083;2083;6.1;0.27;0.33
2084;2084;7.8;0.18;0.46
2085;2085;7.3;0.28;0.42
2086;2086;7.3;0.24;0.29
2087;2087;6.0;0.45;0.65
2088;2088;6.3;0.26;0.21
2089;2089;10.3;0.17;0.47
2090;2090;7.7;0.15;0.29
2091;2091;7.1;0.21;0.32
2092;2092;6.9;0.36;0.34
2093;2093;6.0;0.28;0.34
2094;2094;6.2;0.16;0.54
2095;2095;6.9;0.12;0.36
2096;2096;8.8;0.36;0.44
2097;2097;7.4;0.26;0.43
2098;2098;6.8;0.23;0.29
2099;2099;6.1;0.34;0.27
2100;2100;7.3;0.26;0.31
2101;2101;6.5;0.3;0.32
2102;2102;5.0;0.31;0.0
2103;2103;5.8;0.26;0.18
2104;2104;5.9;0.26;0.3
2105;2105;7.0;0.31;0.29
2106;2106;5.6;0.19;0.39
2107;2107;6.8;0.18;0.28
2108;2108;7.0;0.29;0.26
2109;2109;6.6;0.26;0.29
2110;2110;6.8;0.18;0.28
2111;2111;6.6;0.2;0.38
2112;2112;8.0;0.29;0.29
2113;2113;6.1;0.28;0.35
2114;2114;5.9;0.31;0.3
2115;2115;6.9;0.21;0.28
2116;2116;8.4;0.19;0.42
2117;2117;8.3;0.27;0.45
2118;2118;7.1;0.25;0.39
2119;2119;8.0;0.23;0.37
2120;2120;7.5;0.24;0.31
2121;2121;6.3;0.33;0.2
2122;2122;6.2;0.33;0.19
2123;2123;6.3;0.34;0.19
2124;2124;5.8;0.29;0.05
2125;2125;8.0;0.32;0.26
2126;2126;5.6;0.29;0.05
2127;2127;7.4;0.13;0.39
2128;2128;7.7;0.3;0.32
2129;2129;7.0;0.24;0.34
2130;2130;8.6;0.18;0.4
2131;2131;7.0;0.11;0.32
2132;2132;7.7;0.32;0.62
2133;2133;6.5;0.26;0.27
2134;2134;7.9;0.28;0.41
2135;2135;6.3;0.27;0.23
2136;2136;5.4;0.595;0.1
2137;2137;6.7;0.25;0.33
2138;2138;6.5;0.25;0.35
2139;2139;6.1;0.36;0.58
2140;2140;7.7;0.17;0.52
2141;2141;6.4;0.26;0.43
2142;2142;6.5;0.26;0.28
2143;2143;5.9;0.29;0.33
2144;2144;6.2;0.28;0.43
2145;2145;6.1;0.27;0.44
2146;2146;6.4;0.43;0.32
2147;2147;6.2;0.35;0.29
2148;2148;7.7;0.24;0.29
2149;2149;6.2;0.34;0.28
2150;2150;6.3;0.27;0.46
2151;2151;5.4;0.415;0.19
2152;2152;6.9;0.48;0.36
2153;2153;6.5;0.18;0.33
2154;2154;6.7;0.15;0.29
2155;2155;8.2;0.345;1.0
2156;2156;8.5;0.16;0.35
2157;2157;6.8;0.705;0.25
2158;2158;7.3;0.25;0.39
2159;2159;7.6;0.345;0.26
2160;2160;7.6;0.22;0.34
2161;2161;6.5;0.17;0.33
2162;2162;8.2;0.23;0.37
2163;2163;7.5;0.32;0.26
2164;2164;6.6;0.23;0.32
2165;2165;6.6;0.2;0.32
2166;2166;7.3;0.24;0.34
2167;2167;8.0;0.42;0.36
2168;2168;6.1;0.19;0.25
2169;2169;5.9;0.26;0.21
2170;2170;8.3;0.23;0.43
2171;2171;6.5;0.34;0.28
2172;2172;6.8;0.22;0.35
2173;2173;6.5;0.08;0.33
2174;2174;5.5;0.42;0.09
2175;2175;5.1;0.42;0.01
2176;2176;6.0;0.27;0.19
2177;2177;7.1;0.13;0.38
2178;2178;7.6;0.3;0.25
2179;2179;6.6;0.13;0.3
2180;2180;6.5;0.14;0.33
2181;2181;7.7;0.28;0.33
2182;2182;6.0;0.2;0.71
2183;2183;6.0;0.19;0.71
2184;2184;5.1;0.39;0.21
2185;2185;5.7;0.36;0.34
2186;2186;6.9;0.19;0.33
2187;2187;6.0;0.41;0.21
2188;2188;7.4;0.28;0.3
2189;2189;7.4;0.3;0.3
2190;2190;7.7;0.28;0.39
2191;2191;8.6;0.16;0.38
2192;2192;8.2;0.26;0.44
2193;2193;6.5;0.25;0.27
2194;2194;7.0;0.24;0.18
2195;2195;8.6;0.18;0.36
2196;2196;7.8;0.27;0.34
2197;2197;6.0;0.26;0.34
2198;2198;6.1;0.24;0.27
2199;2199;8.0;0.24;0.3
2200;2200;7.6;0.21;0.6
2201;2201;8.0;0.19;0.36
2202;2202;6.4;0.28;0.41
2203;2203;6.4;0.28;0.43
2204;2204;6.9;0.24;0.39
2205;2205;5.8;0.36;0.26
2206;2206;6.6;0.18;0.28
2207;2207;5.1;0.52;0.06
2208;2208;6.6;0.22;0.37
2209;2209;8.3;0.15;0.39
2210;2210;7.6;0.16;0.44
2211;2211;7.7;0.16;0.41
2212;2212;8.3;0.16;0.48
2213;2213;6.2;0.25;0.47
2214;2214;6.1;0.16;0.27
2215;2215;7.6;0.39;0.22
2216;2216;6.8;0.37;0.47
2217;2217;7.1;0.18;0.42
2218;2218;8.3;0.14;0.26
2219;2219;8.6;0.2;0.42
2220;2220;6.8;0.19;0.32
2221;2221;7.6;0.19;0.38
2222;2222;6.8;0.34;0.74
2223;2223;6.2;0.15;0.46
2224;2224;6.6;0.14;0.44
2225;2225;8.0;0.55;0.17
2226;2226;7.0;0.24;0.35
2227;2227;6.3;0.6;0.44
2228;2228;7.1;0.2;0.41
2229;2229;6.2;0.34;0.29
2230;2230;7.1;0.3;0.36
2231;2231;7.9;0.64;0.46
2232;2232;8.8;0.17;0.38
2233;2233;7.5;0.17;0.37
2234;2234;7.1;0.47;0.24
2235;2235;7.1;0.15;0.34
2236;2236;7.5;0.17;0.34
2237;2237;8.2;0.68;0.3
2238;2238;7.7;0.275;0.3
2239;2239;7.3;0.49;0.32
2240;2240;7.5;0.33;0.48
2241;2241;7.2;0.21;0.37
2242;2242;7.3;0.15;0.4
2243;2243;6.5;0.19;0.1
2244;2244;7.0;0.31;0.52
2245;2245;8.3;0.4;0.38
2246;2246;6.1;0.37;0.36
2247;2247;7.3;0.24;0.34
2248;2248;6.9;0.21;0.81
2249;2249;7.6;0.29;0.42
2250;2250;9.4;0.29;0.55
2251;2251;8.6;0.26;0.41
2252;2252;7.5;0.21;0.34
2253;2253;7.2;0.51;0.24
2254;2254;5.3;0.3;0.2
2255;2255;8.0;0.26;0.36
2256;2256;7.0;0.21;0.28
2257;2257;6.7;0.26;0.26
2258;2258;6.7;0.26;0.26
2259;2259;8.1;0.26;0.37
2260;2260;8.3;0.22;0.38
2261;2261;6.4;0.3;0.51
2262;2262;7.5;0.19;0.34
2263;2263;8.8;0.33;0.44
2264;2264;6.9;0.2;0.36
2265;2265;8.0;0.37;0.32
2266;2266;8.2;0.29;0.33
2267;2267;7.7;0.34;0.3
2268;2268;6.2;0.55;0.45
2269;2269;6.4;0.4;0.19
2270;2270;7.5;0.28;0.33
2271;2271;7.8;0.26;0.44
2272;2272;6.5;0.26;0.34
2273;2273;6.3;0.34;0.29
2274;2274;6.8;0.15;0.33
2275;2275;6.3;0.27;0.25
2276;2276;7.4;0.2;0.37
2277;2277;6.3;0.23;0.21
2278;2278;7.3;0.31;0.69
2279;2279;5.2;0.24;0.45
2280;2280;7.0;0.24;0.32
2281;2281;7.0;0.17;0.33
2282;2282;8.3;0.21;0.58
2283;2283;7.2;0.21;0.35
2284;2284;7.1;0.21;0.4
2285;2285;8.4;0.17;0.31
2286;2286;7.4;0.24;0.31
2287;2287;5.3;0.24;0.33
2288;2288;6.5;0.28;0.26
2289;2289;6.5;0.29;0.25
2290;2290;5.8;0.29;0.21
2291;2291;6.3;0.17;0.42
2292;2292;6.3;0.16;0.4
2293;2293;7.9;0.29;0.39
2294;2294;5.5;0.32;0.45
2295;2295;7.2;0.37;0.15
2296;2296;6.1;0.29;0.27
2297;2297;9.2;0.22;0.4
2298;2298;8.0;0.18;0.37
2299;2299;6.5;0.22;0.34
2300;2300;7.4;0.18;0.4
2301;2301;6.5;0.52;0.17
2302;2302;7.0;0.15;0.38
2303;2303;5.9;0.415;0.13
2304;2304;8.1;0.45;0.34
2305;2305;5.8;0.415;0.13
2306;2306;6.4;0.5;0.16
2307;2307;6.7;0.105;0.32
2308;2308;6.0;0.4;0.3
2309;2309;6.6;0.25;0.39
2310;2310;9.8;0.36;0.45
2311;2311;9.6;0.23;0.4
2312;2312;6.3;0.55;0.45
2313;2313;6.5;0.115;0.29
2314;2314;6.4;0.125;0.29
2315;2315;5.7;0.1;0.27
2316;2316;7.9;0.25;0.29
2317;2317;6.9;0.2;0.28
2318;2318;6.9;0.23;0.34
2319;2319;6.8;0.39;0.31
2320;2320;8.7;0.22;0.42
2321;2321;7.4;0.41;0.34
2322;2322;6.7;0.25;0.34
2323;2323;6.0;0.26;0.42
2324;2324;6.1;0.31;0.37
2325;2325;9.2;0.28;0.46
2326;2326;9.0;0.31;0.49
2327;2327;8.5;0.16;0.33
2328;2328;9.3;0.34;0.49
2329;2329;7.2;0.24;0.3
2330;2330;7.2;0.25;0.32
2331;2331;6.8;0.32;0.18
2332;2332;9.1;0.27;0.32
2333;2333;8.9;0.34;0.32
2334;2334;7.0;0.17;0.37
2335;2335;6.7;0.25;0.23
2336;2336;6.9;0.32;0.17
2337;2337;6.1;0.6;0.0
2338;2338;5.3;0.395;0.07
2339;2339;7.9;0.16;0.3
2340;2340;7.6;0.33;0.36
2341;2341;7.8;0.3;0.29
2342;2342;5.7;0.26;0.27
2343;2343;7.5;0.14;0.34
2344;2344;6.6;0.25;0.41
2345;2345;8.2;0.23;0.49
2346;2346;6.0;0.24;0.32
2347;2347;6.1;0.45;0.27
2348;2348;7.4;0.23;0.43
2349;2349;7.2;0.2;0.38
2350;2350;7.7;0.25;0.43
2351;2351;8.2;0.61;0.45
2352;2352;7.6;0.21;0.44
2353;2353;7.4;0.22;0.33
2354;2354;7.2;0.26;0.26
2355;2355;6.4;0.25;0.41
2356;2356;6.3;0.32;0.35
2357;2357;6.8;0.25;0.29
2358;2358;9.8;0.44;0.4
2359;2359;7.2;0.2;0.25
2360;2360;7.5;0.42;0.45
2361;2361;6.4;0.26;0.3
2362;2362;7.9;0.46;0.32
2363;2363;6.5;0.41;0.64
2364;2364;7.5;0.32;0.37
2365;2365;6.6;0.21;0.38
2366;2366;7.1;0.21;0.3
2367;2367;7.6;0.26;0.47
2368;2368;6.9;0.25;0.26
2369;2369;7.1;0.26;0.32
2370;2370;7.3;0.22;0.4
2371;2371;6.2;0.37;0.22
2372;2372;7.9;0.22;0.45
2373;2373;7.4;0.25;0.37
2374;2374;6.8;0.18;0.37
2375;2375;7.0;0.17;0.37
2376;2376;6.4;0.3;0.38
2377;2377;5.0;0.33;0.16
2378;2378;8.9;0.33;0.32
2379;2379;7.0;0.26;0.46
2380;2380;6.3;0.21;0.4
2381;2381;8.0;0.23;0.46
2382;2382;9.2;0.28;0.41
2383;2383;7.3;0.27;0.39
2384;2384;7.6;0.32;0.36
2385;2385;9.7;0.24;0.45
2386;2386;8.0;0.28;0.42
2387;2387;8.2;0.37;0.36
2388;2388;8.0;0.61;0.38
2389;2389;7.2;0.26;0.44
2390;2390;6.4;0.23;0.33
2391;2391;5.9;0.4;0.32
2392;2392;7.6;0.28;0.39
2393;2393;7.2;0.23;0.39
2394;2394;6.8;0.32;0.37
2395;2395;6.9;0.18;0.38
2396;2396;9.4;0.26;0.53
2397;2397;8.3;0.33;0.42
2398;2398;7.3;0.29;0.3
2399;2399;7.9;0.41;0.37
2400;2400;7.9;0.44;0.37
2401;2401;7.7;0.39;0.3
2402;2402;7.7;0.26;0.31
2403;2403;7.8;0.32;0.31
2404;2404;7.3;0.24;0.39
2405;2405;7.1;0.44;0.37
2406;2406;10.3;0.25;0.48
2407;2407;7.9;0.14;0.28
2408;2408;7.4;0.18;0.42
2409;2409;8.1;0.43;0.42
2410;2410;6.4;0.26;0.22
2411;2411;8.0;0.66;0.72
2412;2412;8.0;0.2;0.4
2413;2413;7.2;0.21;0.34
2414;2414;7.2;0.18;0.31
2415;2415;8.4;0.57;0.44
2416;2416;5.3;0.26;0.23
2417;2417;5.7;0.245;0.33
2418;2418;5.6;0.245;0.32
2419;2419;7.3;0.25;0.41
2420;2420;7.0;0.16;0.73
2421;2421;6.4;0.22;0.34
2422;2422;7.3;0.18;0.65
2423;2423;6.4;0.17;0.27
2424;2424;6.9;0.29;0.16
2425;2425;6.2;0.21;0.38
2426;2426;6.4;0.23;0.3
2427;2427;7.3;0.19;0.68
2428;2428;9.6;0.29;0.46
2429;2429;7.2;0.14;0.35
2430;2430;6.9;0.31;0.34
2431;2431;7.5;0.28;0.34
2432;2432;8.0;0.22;0.42
2433;2433;7.6;0.31;0.29
2434;2434;8.4;0.35;0.56
2435;2435;8.1;0.5;0.47
